candidate_index	source_name	task_index	context	family	order_index	design_nll	chain_a_nll	chain_b_nll	chain_c_nll	chain_d_nll	chain_spread
29	OVA-C4-IPTM90-387	7	ova073_rosetta_bb4	OVA073_ROSETTA	0	1.1365870237350464	1.1220906972885132	1.1550817489624023	1.1046804189682007	1.1644954681396484	0.059815049171447754
29	OVA-C4-IPTM90-387	7	ova073_rosetta_bb4	OVA073_ROSETTA	1	1.1200627088546753	1.1517701148986816	1.0624849796295166	1.030296802520752	1.235698938369751	0.20540213584899902
29	OVA-C4-IPTM90-387	7	ova073_rosetta_bb4	OVA073_ROSETTA	2	1.121288537979126	1.1017441749572754	1.0341119766235352	1.2238725423812866	1.125425100326538	0.18976056575775146
29	OVA-C4-IPTM90-387	7	ova073_rosetta_bb4	OVA073_ROSETTA	3	1.1294749975204468	1.0228688716888428	1.24162757396698	1.1618168354034424	1.0915865898132324	0.2187587022781372
30	OVA-C4-IPTM90-397	7	ova073_rosetta_bb4	OVA073_ROSETTA	0	1.0862631797790527	1.0455244779586792	1.0400081872940063	1.102841854095459	1.1566786766052246	0.11667048931121826
30	OVA-C4-IPTM90-397	7	ova073_rosetta_bb4	OVA073_ROSETTA	1	1.067065954208374	1.1493343114852905	1.027565598487854	0.9573059678077698	1.1340577602386475	0.19202834367752075
30	OVA-C4-IPTM90-397	7	ova073_rosetta_bb4	OVA073_ROSETTA	2	1.0966373682022095	1.1246771812438965	0.9622132182121277	1.1572675704956055	1.142391324043274	0.19505435228347778
30	OVA-C4-IPTM90-397	7	ova073_rosetta_bb4	OVA073_ROSETTA	3	1.04262375831604	0.9053917527198792	1.161941409111023	1.0510873794555664	1.0520740747451782	0.2565496563911438
31	OVA-C4-IPTM90-456	7	ova073_rosetta_bb4	OVA073_ROSETTA	0	1.1449555158615112	1.1332066059112549	1.1385639905929565	1.128502368927002	1.179549217224121	0.05104684829711914
31	OVA-C4-IPTM90-456	7	ova073_rosetta_bb4	OVA073_ROSETTA	1	1.1318119764328003	1.2247154712677002	1.049455165863037	1.019653558731079	1.2334233522415161	0.213769793510437
31	OVA-C4-IPTM90-456	7	ova073_rosetta_bb4	OVA073_ROSETTA	2	1.140066385269165	1.1768609285354614	1.062601923942566	1.1945337057113647	1.126268744468689	0.13193178176879883
31	OVA-C4-IPTM90-456	7	ova073_rosetta_bb4	OVA073_ROSETTA	3	1.101356029510498	0.9493580460548401	1.2641643285751343	1.0977009534835815	1.094200849533081	0.3148062825202942
32	OVA-C4-IPTM90-420	7	ova073_rosetta_bb4	OVA073_ROSETTA	0	1.1010903120040894	1.1017751693725586	1.0692126750946045	1.098187804222107	1.1351854801177979	0.06597280502319336
32	OVA-C4-IPTM90-420	7	ova073_rosetta_bb4	OVA073_ROSETTA	1	1.0822478532791138	1.1231285333633423	1.0146689414978027	1.0008326768875122	1.1903613805770874	0.1895287036895752
32	OVA-C4-IPTM90-420	7	ova073_rosetta_bb4	OVA073_ROSETTA	2	1.1022510528564453	1.1382954120635986	0.9654091000556946	1.175207495689392	1.1300920248031616	0.2097983956336975
32	OVA-C4-IPTM90-420	7	ova073_rosetta_bb4	OVA073_ROSETTA	3	1.057713508605957	0.8987685441970825	1.1528499126434326	1.1016788482666016	1.0775566101074219	0.2540813684463501
33	OVA-C4-IPTM90-422	7	ova073_rosetta_bb4	OVA073_ROSETTA	0	1.120316505432129	1.116034984588623	1.1167137622833252	1.0959795713424683	1.15253746509552	0.05655789375305176
33	OVA-C4-IPTM90-422	7	ova073_rosetta_bb4	OVA073_ROSETTA	1	1.1120519638061523	1.1636619567871094	1.0339165925979614	1.0268601179122925	1.2237693071365356	0.19690918922424316
33	OVA-C4-IPTM90-422	7	ova073_rosetta_bb4	OVA073_ROSETTA	2	1.115562081336975	1.1153631210327148	1.024886131286621	1.2067234516143799	1.1152757406234741	0.1818373203277588
33	OVA-C4-IPTM90-422	7	ova073_rosetta_bb4	OVA073_ROSETTA	3	1.0898942947387695	0.9160665273666382	1.2352192401885986	1.119279384613037	1.089011788368225	0.31915271282196045
