candidate	model_a	model_b	best_chain_permutation_contact_jaccard
ova_body_c4_multihit11_ms	seed-1_sample-2	seed-4_sample-3	0.7653429602888087
ova_body_c4_multihit11_ms	seed-1_sample-2	seed-4_sample-4	0.8522727272727273
ova_body_c4_multihit11_ms	seed-1_sample-2	seed-5_sample-0	0.8549618320610687
ova_body_c4_multihit11_ms	seed-1_sample-2	seed-5_sample-1	0.7870036101083032
ova_body_c4_multihit11_ms	seed-1_sample-2	seed-5_sample-2	0.7921146953405018
ova_body_c4_multihit11_ms	seed-1_sample-2	seed-5_sample-3	0.8200692041522492
ova_body_c4_multihit11_ms	seed-1_sample-2	seed-5_sample-4	0.7929824561403509
ova_body_c4_multihit11_ms	seed-1_sample-3	seed-1_sample-4	0.8
ova_body_c4_multihit11_ms	seed-1_sample-3	seed-2_sample-0	0.8571428571428571
ova_body_c4_multihit11_ms	seed-1_sample-3	seed-2_sample-1	0.8773946360153256
ova_body_c4_multihit11_ms	seed-1_sample-3	seed-2_sample-2	0.8307692307692308
ova_body_c4_multihit11_ms	seed-1_sample-3	seed-2_sample-3	0.8339622641509434
ova_body_c4_multihit11_ms	seed-1_sample-3	seed-2_sample-4	0.8830188679245283
ova_body_c4_multihit11_ms	seed-1_sample-3	seed-3_sample-0	0.879245283018868
ova_body_c4_multihit11_ms	seed-1_sample-3	seed-3_sample-1	0.8698884758364313
ova_body_c4_multihit11_ms	seed-1_sample-3	seed-3_sample-2	0.9133858267716536
ova_body_c4_multihit11_ms	seed-1_sample-3	seed-3_sample-3	0.8450184501845018
ova_body_c4_multihit11_ms	seed-1_sample-3	seed-3_sample-4	0.8796992481203008
ova_body_c4_multihit11_ms	seed-1_sample-3	seed-4_sample-0	0.9128787878787878
ova_body_c4_multihit11_ms	seed-1_sample-3	seed-4_sample-1	0.9446640316205533
ova_body_c4_multihit11_ms	seed-1_sample-3	seed-4_sample-2	0.7439446366782007
ova_body_c4_multihit11_ms	seed-1_sample-3	seed-4_sample-3	0.8333333333333334
ova_body_c4_multihit11_ms	seed-1_sample-3	seed-4_sample-4	0.875968992248062
ova_body_c4_multihit11_ms	seed-1_sample-3	seed-5_sample-0	0.842911877394636
ova_body_c4_multihit11_ms	seed-1_sample-3	seed-5_sample-1	0.96
ova_body_c4_multihit11_ms	seed-1_sample-3	seed-5_sample-2	0.896551724137931
ova_body_c4_multihit11_ms	seed-1_sample-3	seed-5_sample-3	0.8280701754385965
ova_body_c4_multihit11_ms	seed-1_sample-3	seed-5_sample-4	0.8671586715867159
ova_body_c4_multihit11_ms	seed-1_sample-4	seed-2_sample-0	0.7432432432432432
ova_body_c4_multihit11_ms	seed-1_sample-4	seed-2_sample-1	0.7777777777777778
ova_body_c4_multihit11_ms	seed-1_sample-4	seed-2_sample-2	0.7291666666666666
ova_body_c4_multihit11_ms	seed-1_sample-4	seed-2_sample-3	0.8078291814946619
ova_body_c4_multihit11_ms	seed-1_sample-4	seed-2_sample-4	0.7661016949152543
ova_body_c4_multihit11_ms	seed-1_sample-4	seed-3_sample-0	0.7993079584775087
ova_body_c4_multihit11_ms	seed-1_sample-4	seed-3_sample-1	0.8103448275862069
ova_body_c4_multihit11_ms	seed-1_sample-4	seed-3_sample-2	0.8142857142857143
ova_body_c4_multihit11_ms	seed-1_sample-4	seed-3_sample-3	0.7876712328767124
ova_body_c4_multihit11_ms	seed-1_sample-4	seed-3_sample-4	0.8
ova_body_c4_multihit11_ms	seed-1_sample-4	seed-4_sample-0	0.7925170068027211
ova_body_c4_multihit11_ms	seed-1_sample-4	seed-4_sample-1	0.7909407665505227
ova_body_c4_multihit11_ms	seed-1_sample-4	seed-4_sample-2	0.6540880503144654
ova_body_c4_multihit11_ms	seed-1_sample-4	seed-4_sample-3	0.7210884353741497
ova_body_c4_multihit11_ms	seed-1_sample-4	seed-4_sample-4	0.7879858657243817
ova_body_c4_multihit11_ms	seed-1_sample-4	seed-5_sample-0	0.822463768115942
ova_body_c4_multihit11_ms	seed-1_sample-4	seed-5_sample-1	0.7902097902097902
ova_body_c4_multihit11_ms	seed-1_sample-4	seed-5_sample-2	0.7889273356401384
ova_body_c4_multihit11_ms	seed-1_sample-4	seed-5_sample-3	0.8406779661016949
ova_body_c4_multihit11_ms	seed-1_sample-4	seed-5_sample-4	0.8397212543554007
ova_body_c4_multihit11_ms	seed-2_sample-0	seed-2_sample-1	0.8333333333333334
ova_body_c4_multihit11_ms	seed-2_sample-0	seed-2_sample-2	0.7938931297709924
ova_body_c4_multihit11_ms	seed-2_sample-0	seed-2_sample-3	0.8113207547169812
ova_body_c4_multihit11_ms	seed-2_sample-0	seed-2_sample-4	0.8674242424242424
ova_body_c4_multihit11_ms	seed-2_sample-0	seed-3_sample-0	0.8636363636363636
ova_body_c4_multihit11_ms	seed-2_sample-0	seed-3_sample-1	0.8544776119402985
ova_body_c4_multihit11_ms	seed-2_sample-0	seed-3_sample-2	0.8461538461538461
ova_body_c4_multihit11_ms	seed-2_sample-0	seed-3_sample-3	0.8854961832061069
ova_body_c4_multihit11_ms	seed-2_sample-0	seed-3_sample-4	0.8571428571428571
ova_body_c4_multihit11_ms	seed-2_sample-0	seed-4_sample-0	0.8689138576779026
ova_body_c4_multihit11_ms	seed-2_sample-0	seed-4_sample-1	0.8270676691729323
ova_body_c4_multihit11_ms	seed-2_sample-0	seed-4_sample-2	0.7913669064748201
ova_body_c4_multihit11_ms	seed-2_sample-0	seed-4_sample-3	0.8244274809160306
ova_body_c4_multihit11_ms	seed-2_sample-0	seed-4_sample-4	0.912
ova_body_c4_multihit11_ms	seed-2_sample-0	seed-5_sample-0	0.8849206349206349
ova_body_c4_multihit11_ms	seed-2_sample-0	seed-5_sample-1	0.875968992248062
ova_body_c4_multihit11_ms	seed-2_sample-0	seed-5_sample-2	0.8593155893536122
ova_body_c4_multihit11_ms	seed-2_sample-0	seed-5_sample-3	0.8197879858657244
ova_body_c4_multihit11_ms	seed-2_sample-0	seed-5_sample-4	0.8315018315018315
ova_body_c4_multihit11_ms	seed-2_sample-1	seed-2_sample-2	0.8203125
ova_body_c4_multihit11_ms	seed-2_sample-1	seed-2_sample-3	0.859375
ova_body_c4_multihit11_ms	seed-2_sample-1	seed-2_sample-4	0.8452830188679246
ova_body_c4_multihit11_ms	seed-2_sample-1	seed-3_sample-0	0.8484848484848485
ova_body_c4_multihit11_ms	seed-2_sample-1	seed-3_sample-1	0.8395522388059702
ova_body_c4_multihit11_ms	seed-2_sample-1	seed-3_sample-2	0.9193548387096774
ova_body_c4_multihit11_ms	seed-2_sample-1	seed-3_sample-3	0.8352059925093633
ova_body_c4_multihit11_ms	seed-2_sample-1	seed-3_sample-4	0.8702290076335878
ova_body_c4_multihit11_ms	seed-2_sample-1	seed-4_sample-0	0.8609022556390977
ova_body_c4_multihit11_ms	seed-2_sample-1	seed-4_sample-1	0.8828125
ova_body_c4_multihit11_ms	seed-2_sample-1	seed-4_sample-2	0.7642857142857142
ova_body_c4_multihit11_ms	seed-2_sample-1	seed-4_sample-3	0.8372093023255814
ova_body_c4_multihit11_ms	seed-2_sample-1	seed-4_sample-4	0.8515625
ova_body_c4_multihit11_ms	seed-2_sample-1	seed-5_sample-0	0.8616600790513834
ova_body_c4_multihit11_ms	seed-2_sample-1	seed-5_sample-1	0.875
ova_body_c4_multihit11_ms	seed-2_sample-1	seed-5_sample-2	0.89453125
ova_body_c4_multihit11_ms	seed-2_sample-1	seed-5_sample-3	0.825
ova_body_c4_multihit11_ms	seed-2_sample-1	seed-5_sample-4	0.8102189781021898
ova_body_c4_multihit11_ms	seed-2_sample-2	seed-2_sample-3	0.7769230769230769
ova_body_c4_multihit11_ms	seed-2_sample-2	seed-2_sample-4	0.8410852713178295
ova_body_c4_multihit11_ms	seed-2_sample-2	seed-3_sample-0	0.8661417322834646
ova_body_c4_multihit11_ms	seed-2_sample-2	seed-3_sample-1	0.8282442748091603
ova_body_c4_multihit11_ms	seed-2_sample-2	seed-3_sample-2	0.848
ova_body_c4_multihit11_ms	seed-2_sample-2	seed-3_sample-3	0.7894736842105263
ova_body_c4_multihit11_ms	seed-2_sample-2	seed-3_sample-4	0.8666666666666667
ova_body_c4_multihit11_ms	seed-2_sample-2	seed-4_sample-0	0.8150943396226416
ova_body_c4_multihit11_ms	seed-2_sample-2	seed-4_sample-1	0.828125
ova_body_c4_multihit11_ms	seed-2_sample-2	seed-4_sample-2	0.7021276595744681
ova_body_c4_multihit11_ms	seed-2_sample-2	seed-4_sample-3	0.7557251908396947
ova_body_c4_multihit11_ms	seed-2_sample-2	seed-4_sample-4	0.796875
ova_body_c4_multihit11_ms	seed-2_sample-2	seed-5_sample-0	0.8063241106719368
ova_body_c4_multihit11_ms	seed-2_sample-2	seed-5_sample-1	0.864
ova_body_c4_multihit11_ms	seed-2_sample-2	seed-5_sample-2	0.8185328185328186
ova_body_c4_multihit11_ms	seed-2_sample-2	seed-5_sample-3	0.7877697841726619
ova_body_c4_multihit11_ms	seed-2_sample-2	seed-5_sample-4	0.7851851851851852
ova_body_c4_multihit11_ms	seed-2_sample-3	seed-2_sample-4	0.8653846153846154
ova_body_c4_multihit11_ms	seed-2_sample-3	seed-3_sample-0	0.8333333333333334
ova_body_c4_multihit11_ms	seed-2_sample-3	seed-3_sample-1	0.8383458646616542
ova_body_c4_multihit11_ms	seed-2_sample-3	seed-3_sample-2	0.873015873015873
ova_body_c4_multihit11_ms	seed-2_sample-3	seed-3_sample-3	0.8479087452471483
ova_body_c4_multihit11_ms	seed-2_sample-3	seed-3_sample-4	0.8764478764478765
ova_body_c4_multihit11_ms	seed-2_sample-3	seed-4_sample-0	0.8389513108614233
ova_body_c4_multihit11_ms	seed-2_sample-3	seed-4_sample-1	0.8527131782945736
ova_body_c4_multihit11_ms	seed-2_sample-3	seed-4_sample-2	0.7689530685920578
ova_body_c4_multihit11_ms	seed-2_sample-3	seed-4_sample-3	0.8217054263565892
ova_body_c4_multihit11_ms	seed-2_sample-3	seed-4_sample-4	0.8503937007874016
ova_body_c4_multihit11_ms	seed-2_sample-3	seed-5_sample-0	0.9061224489795918
ova_body_c4_multihit11_ms	seed-2_sample-3	seed-5_sample-1	0.8378378378378378
ova_body_c4_multihit11_ms	seed-2_sample-3	seed-5_sample-2	0.821969696969697
ova_body_c4_multihit11_ms	seed-2_sample-3	seed-5_sample-3	0.8369565217391305
ova_body_c4_multihit11_ms	seed-2_sample-3	seed-5_sample-4	0.8566037735849057
ova_body_c4_multihit11_ms	seed-2_sample-4	seed-3_sample-0	0.9042145593869731
ova_body_c4_multihit11_ms	seed-2_sample-4	seed-3_sample-1	0.9015151515151515
ova_body_c4_multihit11_ms	seed-2_sample-4	seed-3_sample-2	0.89453125
ova_body_c4_multihit11_ms	seed-2_sample-4	seed-3_sample-3	0.8830188679245283
ova_body_c4_multihit11_ms	seed-2_sample-4	seed-3_sample-4	0.8901515151515151
ova_body_c4_multihit11_ms	seed-2_sample-4	seed-4_sample-0	0.8666666666666667
ova_body_c4_multihit11_ms	seed-2_sample-4	seed-4_sample-1	0.832089552238806
ova_body_c4_multihit11_ms	seed-2_sample-4	seed-4_sample-2	0.7964285714285714
ova_body_c4_multihit11_ms	seed-2_sample-4	seed-4_sample-3	0.8365019011406845
ova_body_c4_multihit11_ms	seed-2_sample-4	seed-4_sample-4	0.8941176470588236
ova_body_c4_multihit11_ms	seed-2_sample-4	seed-5_sample-0	0.8823529411764706
ova_body_c4_multihit11_ms	seed-2_sample-4	seed-5_sample-1	0.8953488372093024
ova_body_c4_multihit11_ms	seed-2_sample-4	seed-5_sample-2	0.8296296296296296
ova_body_c4_multihit11_ms	seed-2_sample-4	seed-5_sample-3	0.8505338078291815
ova_body_c4_multihit11_ms	seed-2_sample-4	seed-5_sample-4	0.843065693430657
ova_body_c4_multihit11_ms	seed-3_sample-0	seed-3_sample-1	0.9494163424124513
ova_body_c4_multihit11_ms	seed-3_sample-0	seed-3_sample-2	0.890625
ova_body_c4_multihit11_ms	seed-3_sample-0	seed-3_sample-3	0.8721804511278195
ova_body_c4_multihit11_ms	seed-3_sample-0	seed-3_sample-4	0.9302325581395349
ova_body_c4_multihit11_ms	seed-3_sample-0	seed-4_sample-0	0.8981132075471698
ova_body_c4_multihit11_ms	seed-3_sample-0	seed-4_sample-1	0.8631178707224335
ova_body_c4_multihit11_ms	seed-3_sample-0	seed-4_sample-2	0.7552447552447552
ova_body_c4_multihit11_ms	seed-3_sample-0	seed-4_sample-3	0.8120300751879699
ova_body_c4_multihit11_ms	seed-3_sample-0	seed-4_sample-4	0.8976377952755905
ova_body_c4_multihit11_ms	seed-3_sample-0	seed-5_sample-0	0.8858267716535433
ova_body_c4_multihit11_ms	seed-3_sample-0	seed-5_sample-1	0.8914728682170543
ova_body_c4_multihit11_ms	seed-3_sample-0	seed-5_sample-2	0.8674242424242424
ova_body_c4_multihit11_ms	seed-3_sample-0	seed-5_sample-3	0.8602150537634409
ova_body_c4_multihit11_ms	seed-3_sample-0	seed-5_sample-4	0.8260869565217391
ova_body_c4_multihit11_ms	seed-3_sample-1	seed-3_sample-2	0.8807692307692307
ova_body_c4_multihit11_ms	seed-3_sample-1	seed-3_sample-3	0.9053030303030303
ova_body_c4_multihit11_ms	seed-3_sample-1	seed-3_sample-4	0.8981132075471698
ova_body_c4_multihit11_ms	seed-3_sample-1	seed-4_sample-0	0.8884758364312267
ova_body_c4_multihit11_ms	seed-3_sample-1	seed-4_sample-1	0.8333333333333334
ova_body_c4_multihit11_ms	seed-3_sample-1	seed-4_sample-2	0.7915194346289752
ova_body_c4_multihit11_ms	seed-3_sample-1	seed-4_sample-3	0.8239700374531835
ova_body_c4_multihit11_ms	seed-3_sample-1	seed-4_sample-4	0.9098039215686274
ova_body_c4_multihit11_ms	seed-3_sample-1	seed-5_sample-0	0.890625
ova_body_c4_multihit11_ms	seed-3_sample-1	seed-5_sample-1	0.8816793893129771
ova_body_c4_multihit11_ms	seed-3_sample-1	seed-5_sample-2	0.8376383763837638
ova_body_c4_multihit11_ms	seed-3_sample-1	seed-5_sample-3	0.8781362007168458
ova_body_c4_multihit11_ms	seed-3_sample-1	seed-5_sample-4	0.8644688644688645
ova_body_c4_multihit11_ms	seed-3_sample-2	seed-3_sample-3	0.8549618320610687
ova_body_c4_multihit11_ms	seed-3_sample-2	seed-3_sample-4	0.8910505836575876
ova_body_c4_multihit11_ms	seed-3_sample-2	seed-4_sample-0	0.8669201520912547
ova_body_c4_multihit11_ms	seed-3_sample-2	seed-4_sample-1	0.8671875
ova_body_c4_multihit11_ms	seed-3_sample-2	seed-4_sample-2	0.7253521126760564
ova_body_c4_multihit11_ms	seed-3_sample-2	seed-4_sample-3	0.8217054263565892
ova_body_c4_multihit11_ms	seed-3_sample-2	seed-4_sample-4	0.8650793650793651
ova_body_c4_multihit11_ms	seed-3_sample-2	seed-5_sample-0	0.8830645161290323
ova_body_c4_multihit11_ms	seed-3_sample-2	seed-5_sample-1	0.9193548387096774
ova_body_c4_multihit11_ms	seed-3_sample-2	seed-5_sample-2	0.87890625
ova_body_c4_multihit11_ms	seed-3_sample-2	seed-5_sample-3	0.8369565217391305
ova_body_c4_multihit11_ms	seed-3_sample-2	seed-5_sample-4	0.849624060150376
ova_body_c4_multihit11_ms	seed-3_sample-3	seed-3_sample-4	0.8867924528301887
ova_body_c4_multihit11_ms	seed-3_sample-3	seed-4_sample-0	0.8297101449275363
ova_body_c4_multihit11_ms	seed-3_sample-3	seed-4_sample-1	0.8154981549815498
ova_body_c4_multihit11_ms	seed-3_sample-3	seed-4_sample-2	0.8064516129032258
ova_body_c4_multihit11_ms	seed-3_sample-3	seed-4_sample-3	0.8333333333333334
ova_body_c4_multihit11_ms	seed-3_sample-3	seed-4_sample-4	0.936
ova_body_c4_multihit11_ms	seed-3_sample-3	seed-5_sample-0	0.924
ova_body_c4_multihit11_ms	seed-3_sample-3	seed-5_sample-1	0.8421052631578947
ova_body_c4_multihit11_ms	seed-3_sample-3	seed-5_sample-2	0.8198529411764706
ova_body_c4_multihit11_ms	seed-3_sample-3	seed-5_sample-3	0.8741007194244604
ova_body_c4_multihit11_ms	seed-3_sample-3	seed-5_sample-4	0.8951310861423221
ova_body_c4_multihit11_ms	seed-3_sample-4	seed-4_sample-0	0.9056603773584906
ova_body_c4_multihit11_ms	seed-3_sample-4	seed-4_sample-1	0.8923076923076924
ova_body_c4_multihit11_ms	seed-3_sample-4	seed-4_sample-2	0.75
ova_body_c4_multihit11_ms	seed-3_sample-4	seed-4_sample-3	0.8195488721804511
ova_body_c4_multihit11_ms	seed-3_sample-4	seed-4_sample-4	0.875968992248062
ova_body_c4_multihit11_ms	seed-3_sample-4	seed-5_sample-0	0.9011857707509882
ova_body_c4_multihit11_ms	seed-3_sample-4	seed-5_sample-1	0.8918918918918919
ova_body_c4_multihit11_ms	seed-3_sample-4	seed-5_sample-2	0.896551724137931
ova_body_c4_multihit11_ms	seed-3_sample-4	seed-5_sample-3	0.9084249084249084
ova_body_c4_multihit11_ms	seed-3_sample-4	seed-5_sample-4	0.8534798534798534
ova_body_c4_multihit11_ms	seed-4_sample-0	seed-4_sample-1	0.8825757575757576
ova_body_c4_multihit11_ms	seed-4_sample-0	seed-4_sample-2	0.7612456747404844
ova_body_c4_multihit11_ms	seed-4_sample-0	seed-4_sample-3	0.8178438661710037
ova_body_c4_multihit11_ms	seed-4_sample-0	seed-4_sample-4	0.8735632183908046
ova_body_c4_multihit11_ms	seed-4_sample-0	seed-5_sample-0	0.8549618320610687
ova_body_c4_multihit11_ms	seed-4_sample-0	seed-5_sample-1	0.9260700389105059
ova_body_c4_multihit11_ms	seed-4_sample-0	seed-5_sample-2	0.8656716417910447
ova_body_c4_multihit11_ms	seed-4_sample-0	seed-5_sample-3	0.852112676056338
ova_body_c4_multihit11_ms	seed-4_sample-0	seed-5_sample-4	0.8120567375886525
ova_body_c4_multihit11_ms	seed-4_sample-1	seed-4_sample-2	0.7342657342657343
ova_body_c4_multihit11_ms	seed-4_sample-1	seed-4_sample-3	0.816793893129771
ova_body_c4_multihit11_ms	seed-4_sample-1	seed-4_sample-4	0.8307692307692308
ova_body_c4_multihit11_ms	seed-4_sample-1	seed-5_sample-0	0.8333333333333334
ova_body_c4_multihit11_ms	seed-4_sample-1	seed-5_sample-1	0.928
ova_body_c4_multihit11_ms	seed-4_sample-1	seed-5_sample-2	0.9173228346456693
ova_body_c4_multihit11_ms	seed-4_sample-1	seed-5_sample-3	0.8191489361702128
ova_body_c4_multihit11_ms	seed-4_sample-1	seed-5_sample-4	0.8582089552238806
ova_body_c4_multihit11_ms	seed-4_sample-2	seed-4_sample-3	0.7681159420289855
ova_body_c4_multihit11_ms	seed-4_sample-2	seed-4_sample-4	0.7941176470588235
ova_body_c4_multihit11_ms	seed-4_sample-2	seed-5_sample-0	0.7700729927007299
