submitted_utc	shard	name	job_id	queue_id	mode	status	response
2026-09-02T17:23:58.329586+00:00	1	ky-20260903-1065	t-20260903012356-b62c6	q-20251224105744-qhrgl	submit	ok	"{     ""ResponseMetadata"": {         ""Action"": ""CreateJob"",         ""Region"": ""cn-beijing"",         ""RequestId"": ""2026090301235471A10F6B66B3D297DC0F"",         ""Service"": ""ml_platform"",         ""Version"": ""2024-07-01""     },     ""Result"": {         ""Id"": ""t-20260903012356-b62c6""     } }"
2026-09-02T17:24:02.861707+00:00	2	ky-20260903-1066	t-20260903012359-4xhp9	q-20251224105744-qhrgl	submit	ok	"{     ""ResponseMetadata"": {         ""Action"": ""CreateJob"",         ""Region"": ""cn-beijing"",         ""RequestId"": ""202609030123594205839B2A35CAB5C9D1"",         ""Service"": ""ml_platform"",         ""Version"": ""2024-07-01""     },     ""Result"": {         ""Id"": ""t-20260903012359-4xhp9""     } }"
