source	chain_pair	category	unique_residue_pair_types	atom_level_events
OVA-C4-IPTM80-19F__AF3	C-D	SaltBridge	2	4
OVA-C4-IPTM80-19F__AF3	C-D	PiStacking	0	0
OVA-C4-IPTM80-19F__AF3	C-D	CationPi	0	0
OVA-C4-IPTM80-19F__AF3	C-D	VdWContact	11	27
OVA-C4-IPTM80-19F__Protenix	A-B	Hydrophobic	8	14
OVA-C4-IPTM80-19F__Protenix	A-B	HydrogenBond	2	2
OVA-C4-IPTM80-19F__Protenix	A-B	SaltBridge	0	0
OVA-C4-IPTM80-19F__Protenix	A-B	PiStacking	1	1
OVA-C4-IPTM80-19F__Protenix	A-B	CationPi	0	0
OVA-C4-IPTM80-19F__Protenix	A-B	VdWContact	6	56
OVA-C4-IPTM80-19F__Protenix	A-C	Hydrophobic	1	25
OVA-C4-IPTM80-19F__Protenix	A-C	HydrogenBond	0	0
OVA-C4-IPTM80-19F__Protenix	A-C	SaltBridge	0	0
OVA-C4-IPTM80-19F__Protenix	A-C	PiStacking	0	0
OVA-C4-IPTM80-19F__Protenix	A-C	CationPi	0	0
OVA-C4-IPTM80-19F__Protenix	A-C	VdWContact	8	64
OVA-C4-IPTM80-19F__Protenix	A-D	Hydrophobic	10	15
OVA-C4-IPTM80-19F__Protenix	A-D	HydrogenBond	5	5
OVA-C4-IPTM80-19F__Protenix	A-D	SaltBridge	4	8
OVA-C4-IPTM80-19F__Protenix	A-D	PiStacking	0	0
OVA-C4-IPTM80-19F__Protenix	A-D	CationPi	0	0
OVA-C4-IPTM80-19F__Protenix	A-D	VdWContact	31	96
OVA-C4-IPTM80-19F__Protenix	B-C	Hydrophobic	8	12
OVA-C4-IPTM80-19F__Protenix	B-C	HydrogenBond	5	5
OVA-C4-IPTM80-19F__Protenix	B-C	SaltBridge	4	8
OVA-C4-IPTM80-19F__Protenix	B-C	PiStacking	0	0
OVA-C4-IPTM80-19F__Protenix	B-C	CationPi	0	0
OVA-C4-IPTM80-19F__Protenix	B-C	VdWContact	30	87
OVA-C4-IPTM80-19F__Protenix	B-D	Hydrophobic	1	25
OVA-C4-IPTM80-19F__Protenix	B-D	HydrogenBond	0	0
OVA-C4-IPTM80-19F__Protenix	B-D	SaltBridge	0	0
OVA-C4-IPTM80-19F__Protenix	B-D	PiStacking	0	0
OVA-C4-IPTM80-19F__Protenix	B-D	CationPi	0	0
OVA-C4-IPTM80-19F__Protenix	B-D	VdWContact	8	68
OVA-C4-IPTM80-19F__Protenix	C-D	Hydrophobic	8	15
OVA-C4-IPTM80-19F__Protenix	C-D	HydrogenBond	2	2
OVA-C4-IPTM80-19F__Protenix	C-D	SaltBridge	0	0
OVA-C4-IPTM80-19F__Protenix	C-D	PiStacking	1	1
OVA-C4-IPTM80-19F__Protenix	C-D	CationPi	0	0
OVA-C4-IPTM80-19F__Protenix	C-D	VdWContact	6	60
OVA-C4-IPTM80-21G__AF3	A-B	Hydrophobic	6	10
OVA-C4-IPTM80-21G__AF3	A-B	HydrogenBond	3	3
OVA-C4-IPTM80-21G__AF3	A-B	SaltBridge	4	6
OVA-C4-IPTM80-21G__AF3	A-B	PiStacking	0	0
OVA-C4-IPTM80-21G__AF3	A-B	CationPi	0	0
OVA-C4-IPTM80-21G__AF3	A-B	VdWContact	9	13
OVA-C4-IPTM80-21G__AF3	A-C	Hydrophobic	8	16
OVA-C4-IPTM80-21G__AF3	A-C	HydrogenBond	0	0
OVA-C4-IPTM80-21G__AF3	A-C	SaltBridge	0	0
OVA-C4-IPTM80-21G__AF3	A-C	PiStacking	0	0
OVA-C4-IPTM80-21G__AF3	A-C	CationPi	0	0
OVA-C4-IPTM80-21G__AF3	A-C	VdWContact	16	30
OVA-C4-IPTM80-21G__AF3	A-D	Hydrophobic	3	3
OVA-C4-IPTM80-21G__AF3	A-D	HydrogenBond	4	5
OVA-C4-IPTM80-21G__AF3	A-D	SaltBridge	2	4
OVA-C4-IPTM80-21G__AF3	A-D	PiStacking	0	0
OVA-C4-IPTM80-21G__AF3	A-D	CationPi	0	0
OVA-C4-IPTM80-21G__AF3	A-D	VdWContact	18	51
OVA-C4-IPTM80-21G__AF3	B-C	Hydrophobic	4	5
OVA-C4-IPTM80-21G__AF3	B-C	HydrogenBond	4	4
OVA-C4-IPTM80-21G__AF3	B-C	SaltBridge	2	4
OVA-C4-IPTM80-21G__AF3	B-C	PiStacking	0	0
OVA-C4-IPTM80-21G__AF3	B-C	CationPi	0	0
OVA-C4-IPTM80-21G__AF3	B-C	VdWContact	18	55
OVA-C4-IPTM80-21G__AF3	B-D	Hydrophobic	8	16
OVA-C4-IPTM80-21G__AF3	B-D	HydrogenBond	0	0
OVA-C4-IPTM80-21G__AF3	B-D	SaltBridge	0	0
OVA-C4-IPTM80-21G__AF3	B-D	PiStacking	0	0
OVA-C4-IPTM80-21G__AF3	B-D	CationPi	0	0
OVA-C4-IPTM80-21G__AF3	B-D	VdWContact	16	29
OVA-C4-IPTM80-21G__AF3	C-D	Hydrophobic	6	10
OVA-C4-IPTM80-21G__AF3	C-D	HydrogenBond	1	1
OVA-C4-IPTM80-21G__AF3	C-D	SaltBridge	4	6
OVA-C4-IPTM80-21G__AF3	C-D	PiStacking	0	0
OVA-C4-IPTM80-21G__AF3	C-D	CationPi	0	0
OVA-C4-IPTM80-21G__AF3	C-D	VdWContact	9	18
OVA-C4-IPTM80-21G__Protenix	A-B	Hydrophobic	12	14
OVA-C4-IPTM80-21G__Protenix	A-B	HydrogenBond	7	7
OVA-C4-IPTM80-21G__Protenix	A-B	SaltBridge	0	0
OVA-C4-IPTM80-21G__Protenix	A-B	PiStacking	0	0
OVA-C4-IPTM80-21G__Protenix	A-B	CationPi	0	0
OVA-C4-IPTM80-21G__Protenix	A-B	VdWContact	28	139
OVA-C4-IPTM80-21G__Protenix	A-C	Hydrophobic	0	0
OVA-C4-IPTM80-21G__Protenix	A-C	HydrogenBond	2	2
OVA-C4-IPTM80-21G__Protenix	A-C	SaltBridge	2	4
OVA-C4-IPTM80-21G__Protenix	A-C	PiStacking	0	0
OVA-C4-IPTM80-21G__Protenix	A-C	CationPi	0	0
OVA-C4-IPTM80-21G__Protenix	A-C	VdWContact	4	28
OVA-C4-IPTM80-21G__Protenix	A-D	Hydrophobic	5	9
OVA-C4-IPTM80-21G__Protenix	A-D	HydrogenBond	0	0
OVA-C4-IPTM80-21G__Protenix	A-D	SaltBridge	0	0
OVA-C4-IPTM80-21G__Protenix	A-D	PiStacking	0	0
OVA-C4-IPTM80-21G__Protenix	A-D	CationPi	0	0
OVA-C4-IPTM80-21G__Protenix	A-D	VdWContact	21	81
OVA-C4-IPTM80-21G__Protenix	B-C	Hydrophobic	6	12
OVA-C4-IPTM80-21G__Protenix	B-C	HydrogenBond	0	0
OVA-C4-IPTM80-21G__Protenix	B-C	SaltBridge	0	0
OVA-C4-IPTM80-21G__Protenix	B-C	PiStacking	0	0
OVA-C4-IPTM80-21G__Protenix	B-C	CationPi	0	0
OVA-C4-IPTM80-21G__Protenix	B-C	VdWContact	19	99
OVA-C4-IPTM80-21G__Protenix	B-D	Hydrophobic	0	0
OVA-C4-IPTM80-21G__Protenix	B-D	HydrogenBond	2	4
OVA-C4-IPTM80-21G__Protenix	B-D	SaltBridge	2	4
OVA-C4-IPTM80-21G__Protenix	B-D	PiStacking	0	0
OVA-C4-IPTM80-21G__Protenix	B-D	CationPi	0	0
OVA-C4-IPTM80-21G__Protenix	B-D	VdWContact	4	33
OVA-C4-IPTM80-21G__Protenix	C-D	Hydrophobic	12	14
OVA-C4-IPTM80-21G__Protenix	C-D	HydrogenBond	7	7
OVA-C4-IPTM80-21G__Protenix	C-D	SaltBridge	0	0
OVA-C4-IPTM80-21G__Protenix	C-D	PiStacking	0	0
OVA-C4-IPTM80-21G__Protenix	C-D	CationPi	0	0
OVA-C4-IPTM80-21G__Protenix	C-D	VdWContact	30	139
OVA-C4-IPTM80-21H__AF3	A-B	Hydrophobic	4	40
OVA-C4-IPTM80-21H__AF3	A-B	HydrogenBond	1	1
OVA-C4-IPTM80-21H__AF3	A-B	SaltBridge	2	4
OVA-C4-IPTM80-21H__AF3	A-B	PiStacking	1	1
OVA-C4-IPTM80-21H__AF3	A-B	CationPi	0	0
OVA-C4-IPTM80-21H__AF3	A-B	VdWContact	10	52
OVA-C4-IPTM80-21H__AF3	A-C	Hydrophobic	8	16
OVA-C4-IPTM80-21H__AF3	A-C	HydrogenBond	2	2
OVA-C4-IPTM80-21H__AF3	A-C	SaltBridge	0	0
OVA-C4-IPTM80-21H__AF3	A-C	PiStacking	0	0
OVA-C4-IPTM80-21H__AF3	A-C	CationPi	0	0
OVA-C4-IPTM80-21H__AF3	A-C	VdWContact	8	15
OVA-C4-IPTM80-21H__AF3	A-D	Hydrophobic	10	21
OVA-C4-IPTM80-21H__AF3	A-D	HydrogenBond	6	7
OVA-C4-IPTM80-21H__AF3	A-D	SaltBridge	4	6
OVA-C4-IPTM80-21H__AF3	A-D	PiStacking	0	0
OVA-C4-IPTM80-21H__AF3	A-D	CationPi	0	0
OVA-C4-IPTM80-21H__AF3	A-D	VdWContact	26	67
OVA-C4-IPTM80-21H__AF3	B-C	Hydrophobic	10	20
OVA-C4-IPTM80-21H__AF3	B-C	HydrogenBond	4	5
OVA-C4-IPTM80-21H__AF3	B-C	SaltBridge	4	6
OVA-C4-IPTM80-21H__AF3	B-C	PiStacking	0	0
OVA-C4-IPTM80-21H__AF3	B-C	CationPi	0	0
OVA-C4-IPTM80-21H__AF3	B-C	VdWContact	26	67
OVA-C4-IPTM80-21H__AF3	B-D	Hydrophobic	8	16
OVA-C4-IPTM80-21H__AF3	B-D	HydrogenBond	2	2
OVA-C4-IPTM80-21H__AF3	B-D	SaltBridge	0	0
OVA-C4-IPTM80-21H__AF3	B-D	PiStacking	0	0
OVA-C4-IPTM80-21H__AF3	B-D	CationPi	0	0
OVA-C4-IPTM80-21H__AF3	B-D	VdWContact	8	15
OVA-C4-IPTM80-21H__AF3	C-D	Hydrophobic	4	44
OVA-C4-IPTM80-21H__AF3	C-D	HydrogenBond	2	3
OVA-C4-IPTM80-21H__AF3	C-D	SaltBridge	2	4
OVA-C4-IPTM80-21H__AF3	C-D	PiStacking	1	1
OVA-C4-IPTM80-21H__AF3	C-D	CationPi	0	0
OVA-C4-IPTM80-21H__AF3	C-D	VdWContact	12	55
OVA-C4-IPTM80-21H__Protenix	A-B	Hydrophobic	0	0
OVA-C4-IPTM80-21H__Protenix	A-B	HydrogenBond	0	0
OVA-C4-IPTM80-21H__Protenix	A-B	SaltBridge	0	0
OVA-C4-IPTM80-21H__Protenix	A-B	PiStacking	0	0
OVA-C4-IPTM80-21H__Protenix	A-B	CationPi	0	0
OVA-C4-IPTM80-21H__Protenix	A-B	VdWContact	2	3
OVA-C4-IPTM80-21H__Protenix	A-C	Hydrophobic	3	42
OVA-C4-IPTM80-21H__Protenix	A-C	HydrogenBond	0	0
OVA-C4-IPTM80-21H__Protenix	A-C	SaltBridge	0	0
OVA-C4-IPTM80-21H__Protenix	A-C	PiStacking	1	1
OVA-C4-IPTM80-21H__Protenix	A-C	CationPi	0	0
OVA-C4-IPTM80-21H__Protenix	A-C	VdWContact	6	33
OVA-C4-IPTM80-21H__Protenix	A-D	Hydrophobic	8	22
OVA-C4-IPTM80-21H__Protenix	A-D	HydrogenBond	3	3
OVA-C4-IPTM80-21H__Protenix	A-D	SaltBridge	0	0
OVA-C4-IPTM80-21H__Protenix	A-D	PiStacking	0	0
OVA-C4-IPTM80-21H__Protenix	A-D	CationPi	0	0
OVA-C4-IPTM80-21H__Protenix	A-D	VdWContact	19	94
OVA-C4-IPTM80-21H__Protenix	B-C	Hydrophobic	6	18
OVA-C4-IPTM80-21H__Protenix	B-C	HydrogenBond	3	3
OVA-C4-IPTM80-21H__Protenix	B-C	SaltBridge	0	0
OVA-C4-IPTM80-21H__Protenix	B-C	PiStacking	0	0
OVA-C4-IPTM80-21H__Protenix	B-C	CationPi	0	0
OVA-C4-IPTM80-21H__Protenix	B-C	VdWContact	11	51
OVA-C4-IPTM80-21H__Protenix	B-D	Hydrophobic	3	48
OVA-C4-IPTM80-21H__Protenix	B-D	HydrogenBond	0	0
OVA-C4-IPTM80-21H__Protenix	B-D	SaltBridge	0	0
OVA-C4-IPTM80-21H__Protenix	B-D	PiStacking	1	1
OVA-C4-IPTM80-21H__Protenix	B-D	CationPi	0	0
OVA-C4-IPTM80-21H__Protenix	B-D	VdWContact	7	68
OVA-C4-IPTM80-21H__Protenix	C-D	Hydrophobic	0	0
OVA-C4-IPTM80-21H__Protenix	C-D	HydrogenBond	0	0
OVA-C4-IPTM80-21H__Protenix	C-D	SaltBridge	0	0
OVA-C4-IPTM80-21H__Protenix	C-D	PiStacking	0	0
OVA-C4-IPTM80-21H__Protenix	C-D	CationPi	0	0
OVA-C4-IPTM80-21H__Protenix	C-D	VdWContact	2	5
OVA-C4-IPTM80-21I__AF3	A-B	Hydrophobic	7	11
OVA-C4-IPTM80-21I__AF3	A-B	HydrogenBond	2	2
OVA-C4-IPTM80-21I__AF3	A-B	SaltBridge	0	0
OVA-C4-IPTM80-21I__AF3	A-B	PiStacking	0	0
OVA-C4-IPTM80-21I__AF3	A-B	CationPi	0	0
OVA-C4-IPTM80-21I__AF3	A-B	VdWContact	11	26
OVA-C4-IPTM80-21I__AF3	A-C	Hydrophobic	8	12
OVA-C4-IPTM80-21I__AF3	A-C	HydrogenBond	4	4
OVA-C4-IPTM80-21I__AF3	A-C	SaltBridge	2	4
OVA-C4-IPTM80-21I__AF3	A-C	PiStacking	0	0
OVA-C4-IPTM80-21I__AF3	A-C	CationPi	0	0
OVA-C4-IPTM80-21I__AF3	A-C	VdWContact	18	45
OVA-C4-IPTM80-21I__AF3	A-D	Hydrophobic	4	6
OVA-C4-IPTM80-21I__AF3	A-D	HydrogenBond	0	0
OVA-C4-IPTM80-21I__AF3	A-D	SaltBridge	0	0
OVA-C4-IPTM80-21I__AF3	A-D	PiStacking	0	0
OVA-C4-IPTM80-21I__AF3	A-D	CationPi	0	0
OVA-C4-IPTM80-21I__AF3	A-D	VdWContact	11	51
OVA-C4-IPTM80-21I__AF3	B-C	Hydrophobic	3	5
OVA-C4-IPTM80-21I__AF3	B-C	HydrogenBond	0	0
OVA-C4-IPTM80-21I__AF3	B-C	SaltBridge	0	0
OVA-C4-IPTM80-21I__AF3	B-C	PiStacking	0	0
OVA-C4-IPTM80-21I__AF3	B-C	CationPi	0	0
OVA-C4-IPTM80-21I__AF3	B-C	VdWContact	12	52
OVA-C4-IPTM80-21I__AF3	B-D	Hydrophobic	8	12
OVA-C4-IPTM80-21I__AF3	B-D	HydrogenBond	5	5
OVA-C4-IPTM80-21I__AF3	B-D	SaltBridge	2	4
OVA-C4-IPTM80-21I__AF3	B-D	PiStacking	0	0
OVA-C4-IPTM80-21I__AF3	B-D	CationPi	0	0
OVA-C4-IPTM80-21I__AF3	B-D	VdWContact	18	46
OVA-C4-IPTM80-21I__AF3	C-D	Hydrophobic	6	10
OVA-C4-IPTM80-21I__AF3	C-D	HydrogenBond	2	2
OVA-C4-IPTM80-21I__AF3	C-D	SaltBridge	0	0
OVA-C4-IPTM80-21I__AF3	C-D	PiStacking	0	0
OVA-C4-IPTM80-21I__AF3	C-D	CationPi	0	0
OVA-C4-IPTM80-21I__AF3	C-D	VdWContact	11	24
OVA-C4-IPTM80-21I__Protenix	A-B	Hydrophobic	8	13
OVA-C4-IPTM80-21I__Protenix	A-B	HydrogenBond	2	2
OVA-C4-IPTM80-21I__Protenix	A-B	SaltBridge	0	0
OVA-C4-IPTM80-21I__Protenix	A-B	PiStacking	0	0
OVA-C4-IPTM80-21I__Protenix	A-B	CationPi	0	0
OVA-C4-IPTM80-21I__Protenix	A-B	VdWContact	6	47
OVA-C4-IPTM80-21I__Protenix	A-C	Hydrophobic	4	17
OVA-C4-IPTM80-21I__Protenix	A-C	HydrogenBond	0	0
OVA-C4-IPTM80-21I__Protenix	A-C	SaltBridge	0	0
OVA-C4-IPTM80-21I__Protenix	A-C	PiStacking	0	0
OVA-C4-IPTM80-21I__Protenix	A-C	CationPi	0	0
OVA-C4-IPTM80-21I__Protenix	A-C	VdWContact	11	77
OVA-C4-IPTM80-21I__Protenix	A-D	Hydrophobic	11	15
OVA-C4-IPTM80-21I__Protenix	A-D	HydrogenBond	3	3
OVA-C4-IPTM80-21I__Protenix	A-D	SaltBridge	4	6
OVA-C4-IPTM80-21I__Protenix	A-D	PiStacking	0	0
OVA-C4-IPTM80-21I__Protenix	A-D	CationPi	0	0
OVA-C4-IPTM80-21I__Protenix	A-D	VdWContact	25	88
OVA-C4-IPTM80-21I__Protenix	B-C	Hydrophobic	8	12
OVA-C4-IPTM80-21I__Protenix	B-C	HydrogenBond	2	2
OVA-C4-IPTM80-21I__Protenix	B-C	SaltBridge	4	6
OVA-C4-IPTM80-21I__Protenix	B-C	PiStacking	0	0
OVA-C4-IPTM80-21I__Protenix	B-C	CationPi	0	0
OVA-C4-IPTM80-21I__Protenix	B-C	VdWContact	21	73
OVA-C4-IPTM80-21I__Protenix	B-D	Hydrophobic	4	17
OVA-C4-IPTM80-21I__Protenix	B-D	HydrogenBond	0	0
OVA-C4-IPTM80-21I__Protenix	B-D	SaltBridge	0	0
OVA-C4-IPTM80-21I__Protenix	B-D	PiStacking	0	0
OVA-C4-IPTM80-21I__Protenix	B-D	CationPi	0	0
OVA-C4-IPTM80-21I__Protenix	B-D	VdWContact	11	79
OVA-C4-IPTM80-21I__Protenix	C-D	Hydrophobic	8	16
OVA-C4-IPTM80-21I__Protenix	C-D	HydrogenBond	2	2
OVA-C4-IPTM80-21I__Protenix	C-D	SaltBridge	0	0
OVA-C4-IPTM80-21I__Protenix	C-D	PiStacking	0	0
OVA-C4-IPTM80-21I__Protenix	C-D	CationPi	0	0
OVA-C4-IPTM80-21I__Protenix	C-D	VdWContact	6	58
OVA-C4-IPTM80-19J__AF3	A-B	Hydrophobic	6	10
OVA-C4-IPTM80-19J__AF3	A-B	HydrogenBond	4	4
OVA-C4-IPTM80-19J__AF3	A-B	SaltBridge	4	4
OVA-C4-IPTM80-19J__AF3	A-B	PiStacking	0	0
OVA-C4-IPTM80-19J__AF3	A-B	CationPi	0	0
OVA-C4-IPTM80-19J__AF3	A-B	VdWContact	13	28
OVA-C4-IPTM80-19J__AF3	A-C	Hydrophobic	10	20
OVA-C4-IPTM80-19J__AF3	A-C	HydrogenBond	2	3
OVA-C4-IPTM80-19J__AF3	A-C	SaltBridge	2	4
OVA-C4-IPTM80-19J__AF3	A-C	PiStacking	0	0
OVA-C4-IPTM80-19J__AF3	A-C	CationPi	0	0
OVA-C4-IPTM80-19J__AF3	A-C	VdWContact	23	73
OVA-C4-IPTM80-19J__AF3	A-D	Hydrophobic	1	11
OVA-C4-IPTM80-19J__AF3	A-D	HydrogenBond	0	0
OVA-C4-IPTM80-19J__AF3	A-D	SaltBridge	0	0
OVA-C4-IPTM80-19J__AF3	A-D	PiStacking	0	0
OVA-C4-IPTM80-19J__AF3	A-D	CationPi	0	0
OVA-C4-IPTM80-19J__AF3	A-D	VdWContact	6	31
OVA-C4-IPTM80-19J__AF3	B-C	Hydrophobic	1	11
OVA-C4-IPTM80-19J__AF3	B-C	HydrogenBond	0	0
OVA-C4-IPTM80-19J__AF3	B-C	SaltBridge	0	0
OVA-C4-IPTM80-19J__AF3	B-C	PiStacking	0	0
OVA-C4-IPTM80-19J__AF3	B-C	CationPi	0	0
OVA-C4-IPTM80-19J__AF3	B-C	VdWContact	8	39
OVA-C4-IPTM80-19J__AF3	B-D	Hydrophobic	8	16
OVA-C4-IPTM80-19J__AF3	B-D	HydrogenBond	2	3
OVA-C4-IPTM80-19J__AF3	B-D	SaltBridge	2	4
OVA-C4-IPTM80-19J__AF3	B-D	PiStacking	0	0
OVA-C4-IPTM80-19J__AF3	B-D	CationPi	0	0
OVA-C4-IPTM80-19J__AF3	B-D	VdWContact	23	70
OVA-C4-IPTM80-19J__AF3	C-D	Hydrophobic	7	11
OVA-C4-IPTM80-19J__AF3	C-D	HydrogenBond	3	3
OVA-C4-IPTM80-19J__AF3	C-D	SaltBridge	4	4
OVA-C4-IPTM80-19J__AF3	C-D	PiStacking	0	0
OVA-C4-IPTM80-19J__AF3	C-D	CationPi	0	0
OVA-C4-IPTM80-19J__AF3	C-D	VdWContact	14	31
OVA-C4-IPTM80-19J__Protenix	A-B	Hydrophobic	1	25
OVA-C4-IPTM80-19J__Protenix	A-B	HydrogenBond	0	0
OVA-C4-IPTM80-19J__Protenix	A-B	SaltBridge	0	0
OVA-C4-IPTM80-19J__Protenix	A-B	PiStacking	0	0
OVA-C4-IPTM80-19J__Protenix	A-B	CationPi	0	0
OVA-C4-IPTM80-19J__Protenix	A-B	VdWContact	10	60
OVA-C4-IPTM80-19J__Protenix	A-C	Hydrophobic	0	0
OVA-C4-IPTM80-19J__Protenix	A-C	HydrogenBond	0	0
OVA-C4-IPTM80-19J__Protenix	A-C	SaltBridge	1	1
OVA-C4-IPTM80-19J__Protenix	A-C	PiStacking	0	0
OVA-C4-IPTM80-19J__Protenix	A-C	CationPi	0	0
OVA-C4-IPTM80-19J__Protenix	A-C	VdWContact	3	4
OVA-C4-IPTM80-19J__Protenix	A-D	Hydrophobic	8	15
OVA-C4-IPTM80-19J__Protenix	A-D	HydrogenBond	4	4
OVA-C4-IPTM80-19J__Protenix	A-D	SaltBridge	0	0
OVA-C4-IPTM80-19J__Protenix	A-D	PiStacking	0	0
OVA-C4-IPTM80-19J__Protenix	A-D	CationPi	0	0
OVA-C4-IPTM80-19J__Protenix	A-D	VdWContact	24	105
OVA-C4-IPTM80-19J__Protenix	B-C	Hydrophobic	8	16
OVA-C4-IPTM80-19J__Protenix	B-C	HydrogenBond	5	5
OVA-C4-IPTM80-19J__Protenix	B-C	SaltBridge	0	0
OVA-C4-IPTM80-19J__Protenix	B-C	PiStacking	0	0
OVA-C4-IPTM80-19J__Protenix	B-C	CationPi	0	0
OVA-C4-IPTM80-19J__Protenix	B-C	VdWContact	25	131
OVA-C4-IPTM80-19J__Protenix	B-D	Hydrophobic	0	0
OVA-C4-IPTM80-19J__Protenix	B-D	HydrogenBond	0	0
OVA-C4-IPTM80-19J__Protenix	B-D	SaltBridge	0	0
OVA-C4-IPTM80-19J__Protenix	B-D	PiStacking	0	0
OVA-C4-IPTM80-19J__Protenix	B-D	CationPi	0	0
OVA-C4-IPTM80-19J__Protenix	B-D	VdWContact	3	15
OVA-C4-IPTM80-19J__Protenix	C-D	Hydrophobic	2	27
OVA-C4-IPTM80-19J__Protenix	C-D	HydrogenBond	0	0
OVA-C4-IPTM80-19J__Protenix	C-D	SaltBridge	0	0
OVA-C4-IPTM80-19J__Protenix	C-D	PiStacking	0	0
OVA-C4-IPTM80-19J__Protenix	C-D	CationPi	0	0
OVA-C4-IPTM80-19J__Protenix	C-D	VdWContact	12	78
OVA-C4-IPTM80-19K__AF3	A-B	Hydrophobic	5	9
OVA-C4-IPTM80-19K__AF3	A-B	HydrogenBond	2	2
OVA-C4-IPTM80-19K__AF3	A-B	SaltBridge	2	2
OVA-C4-IPTM80-19K__AF3	A-B	PiStacking	0	0
OVA-C4-IPTM80-19K__AF3	A-B	CationPi	0	0
OVA-C4-IPTM80-19K__AF3	A-B	VdWContact	7	10
OVA-C4-IPTM80-19K__AF3	A-C	Hydrophobic	2	8
OVA-C4-IPTM80-19K__AF3	A-C	HydrogenBond	0	0
OVA-C4-IPTM80-19K__AF3	A-C	SaltBridge	0	0
OVA-C4-IPTM80-19K__AF3	A-C	PiStacking	0	0
OVA-C4-IPTM80-19K__AF3	A-C	CationPi	0	0
OVA-C4-IPTM80-19K__AF3	A-C	VdWContact	13	47
OVA-C4-IPTM80-19K__AF3	A-D	Hydrophobic	10	17
OVA-C4-IPTM80-19K__AF3	A-D	HydrogenBond	2	2
OVA-C4-IPTM80-19K__AF3	A-D	SaltBridge	5	8
OVA-C4-IPTM80-19K__AF3	A-D	PiStacking	0	0
OVA-C4-IPTM80-19K__AF3	A-D	CationPi	0	0
OVA-C4-IPTM80-19K__AF3	A-D	VdWContact	23	53
OVA-C4-IPTM80-19K__AF3	B-C	Hydrophobic	10	17
OVA-C4-IPTM80-19K__AF3	B-C	HydrogenBond	2	2
OVA-C4-IPTM80-19K__AF3	B-C	SaltBridge	4	6
OVA-C4-IPTM80-19K__AF3	B-C	PiStacking	0	0
OVA-C4-IPTM80-19K__AF3	B-C	CationPi	0	0
OVA-C4-IPTM80-19K__AF3	B-C	VdWContact	22	49
OVA-C4-IPTM80-19K__AF3	B-D	Hydrophobic	2	7
OVA-C4-IPTM80-19K__AF3	B-D	HydrogenBond	0	0
OVA-C4-IPTM80-19K__AF3	B-D	SaltBridge	0	0
OVA-C4-IPTM80-19K__AF3	B-D	PiStacking	0	0
OVA-C4-IPTM80-19K__AF3	B-D	CationPi	0	0
OVA-C4-IPTM80-19K__AF3	B-D	VdWContact	14	54
OVA-C4-IPTM80-19K__AF3	C-D	Hydrophobic	5	9
OVA-C4-IPTM80-19K__AF3	C-D	HydrogenBond	1	1
OVA-C4-IPTM80-19K__AF3	C-D	SaltBridge	2	2
OVA-C4-IPTM80-19K__AF3	C-D	PiStacking	0	0
OVA-C4-IPTM80-19K__AF3	C-D	CationPi	0	0
OVA-C4-IPTM80-19K__AF3	C-D	VdWContact	6	9
OVA-C4-IPTM80-19K__Protenix	A-B	Hydrophobic	3	5
OVA-C4-IPTM80-19K__Protenix	A-B	HydrogenBond	1	1
OVA-C4-IPTM80-19K__Protenix	A-B	SaltBridge	0	0
OVA-C4-IPTM80-19K__Protenix	A-B	PiStacking	0	0
OVA-C4-IPTM80-19K__Protenix	A-B	CationPi	0	0
OVA-C4-IPTM80-19K__Protenix	A-B	VdWContact	2	2
OVA-C4-IPTM80-19K__Protenix	A-C	Hydrophobic	12	30
OVA-C4-IPTM80-19K__Protenix	A-C	HydrogenBond	2	2
OVA-C4-IPTM80-19K__Protenix	A-C	SaltBridge	2	4
OVA-C4-IPTM80-19K__Protenix	A-C	PiStacking	0	0
OVA-C4-IPTM80-19K__Protenix	A-C	CationPi	0	0
OVA-C4-IPTM80-19K__Protenix	A-C	VdWContact	25	121
OVA-C4-IPTM80-19K__Protenix	A-D	Hydrophobic	1	25
OVA-C4-IPTM80-19K__Protenix	A-D	HydrogenBond	0	0
OVA-C4-IPTM80-19K__Protenix	A-D	SaltBridge	0	0
OVA-C4-IPTM80-19K__Protenix	A-D	PiStacking	0	0
OVA-C4-IPTM80-19K__Protenix	A-D	CationPi	0	0
OVA-C4-IPTM80-19K__Protenix	A-D	VdWContact	11	83
OVA-C4-IPTM80-19K__Protenix	B-C	Hydrophobic	2	26
OVA-C4-IPTM80-19K__Protenix	B-C	HydrogenBond	0	0
OVA-C4-IPTM80-19K__Protenix	B-C	SaltBridge	0	0
OVA-C4-IPTM80-19K__Protenix	B-C	PiStacking	0	0
OVA-C4-IPTM80-19K__Protenix	B-C	CationPi	0	0
OVA-C4-IPTM80-19K__Protenix	B-C	VdWContact	14	83
OVA-C4-IPTM80-19K__Protenix	B-D	Hydrophobic	11	29
OVA-C4-IPTM80-19K__Protenix	B-D	HydrogenBond	2	3
OVA-C4-IPTM80-19K__Protenix	B-D	SaltBridge	2	4
OVA-C4-IPTM80-19K__Protenix	B-D	PiStacking	0	0
OVA-C4-IPTM80-19K__Protenix	B-D	CationPi	0	0
OVA-C4-IPTM80-19K__Protenix	B-D	VdWContact	26	119
OVA-C4-IPTM80-19K__Protenix	C-D	Hydrophobic	2	4
OVA-C4-IPTM80-19K__Protenix	C-D	HydrogenBond	0	0
